ka_full,category,system_number,system_name,ka_no,statement,ro_imp,sro_imp,status
004 K5.48,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K5.48,(004K5.48) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 / 45.7): Purpose of hydrogen purging and sampling processes,2.8,2.8,active
004 K5.49,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K5.49,(004K5.49) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 / 45.7): Purpose and method of hydrogen removal from RCS before opening the system: explosion hazard and nitrogen purge,3,3,active
004 K5.50,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K5.50,DELETED,0,0,deleted
004 K5.51,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K5.51,DELETED,0,0,deleted
004 K5.52,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K5.52,(004K5.52) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 / 45.7): Reason for reducing letdown rate when filling PZR; collapse steam bubble,3,3,active
004 K5.53,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K5.53,(004K5.53) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 / 45.7): Reason for keeping VCT pressure as low as possible during degas,2.9,2.9,active
004 K5.54,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K5.54,(004K5.54) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 / 45.7): Calculation of the rate of boron change in the RCS as a function of flow rate,2.8,2.8,active
004 K5.55,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K5.55,(004K5.55) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 / 45.7): Factors that affect changes in letdown temperature,3.3,3.3,active
004 K5.56,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K5.56,(004K5.56) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 / 45.7): Sources of radioiodine in RCS (hazards when changing filters),2.5,2.5,active
004 K5.57,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K5.57,(004K5.57) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 / 45.7): Relationship between seal filter and letdown filter,2.6,2.6,active
004 K5.58,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K5.58,(004K5.58) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 / 45.7): Recirculation valve on BAT (the reason the valve is closed during functional test),2.4,2.4,active
004 K5.59,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K5.59,"(004K5.59) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 / 45.7): Function of demineralizer, including boron loading and temperature limits",2.8,2.8,active
004 K5.60,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K5.60,(004K5.60) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 / 45.7): Capacity of boron recovery tanks: plan not to exceed by inefficient boron movement; interface with boron recovery system,2.3,2.3,active
004 K5.61,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K5.61,(004K5.61) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 / 45.7): Relationship between VCT vent rate and vent header pressure,2.4,2.4,active
004 K6.01,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.01,"(004K6.01) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): Spray/heater combination in PZR to ensure uniform boron concentration",3.1,3.1,active
004 K6.02,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.02,"(004K6.02) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): Mixed bed and deborating demineralizers",2.9,2.9,active
004 K6.03,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.03,DELETED,0,0,deleted
004 K6.04,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.04,"(004K6.04) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): Charging pumps",4,4,active
004 K6.05,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.05,"(004K6.05) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): Sensors and detectors",3.4,3.4,active
004 K6.06,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.06,DELETED,0,0,deleted
004 K6.07,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.07,"(004K6.07) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): Regenerative and nonregenerative heat exchangers",3.4,3.4,active
004 K6.08,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.08,DELETED,0,0,deleted
004 K6.09,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.09,"(004K6.09) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): VCT divert valve",3.4,3.4,active
004 K6.10,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.10,"(004K6.10) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): BAT/BIT recirculation flowpath",3.2,3.2,active
004 K6.11,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.11,DELETED,0,0,deleted
004 K6.12,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.12,"(004K6.12) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): Principle of recirculation valve: the valve permits emergency flow even if it is blocked by crystallized boric acid",2.9,2.9,active
004 K6.13,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.13,"(004K6.13) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): Boration/dilution batch controller",3.6,3.6,active
004 K6.14,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.14,"(004K6.14) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): Recirculation path for charging pumps",3.4,3.4,active
004 K6.15,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.15,"(004K6.15) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): Reason for venting VCT and pump casings while filling: vents must connect to LRS",3.1,3.1,active
004 K6.16,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.16,"(004K6.16) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): Loss of VCT spray nozzle",2.7,2.7,active
004 K6.17,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.17,"(004K6.17) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): Flowpaths for emergency boration",4.2,4.2,active
004 K6.18,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.18,DELETED,0,0,deleted
004 K6.19,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.19,DELETED,0,0,deleted
004 K6.20,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.20,DELETED,0,0,deleted
004 K6.21,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.21,DELETED,0,0,deleted
004 K6.22,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.22,DELETED,0,0,deleted
004 K6.23,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.23,DELETED,0,0,deleted
004 K6.24,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.24,"(004K6.24) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): Controllers and positioners",3.6,3.6,active
004 K6.25,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.25,DELETED,0,0,deleted
004 K6.26,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.26,"(004K6.26) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): Methods of pressure control of solid plant (relief valves and water inventory)",3.9,3.9,active
004 K6.27,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.27,"(004K6.27) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): RHR relief and isolation valves",2.9,2.9,active
004 K6.28,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.28,"(004K6.28) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): Interface between high-activity waste tank and letdown filter drain",2.5,2.5,active
004 K6.29,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.29,DELETED,0,0,deleted
004 K6.30,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.30,DELETED,0,0,deleted
004 K6.31,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.31,DELETED,0,0,deleted
004 K6.32,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.32,"(004K6.32) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): Malfunction of VCT venting capability: reduce concentration of gases in solution and keep stress in tank down",2.8,2.8,active
004 K6.33,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.33,DELETED,0,0,deleted
004 K6.34,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.34,DELETED,0,0,deleted
004 K6.35,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.35,DELETED,0,0,deleted
004 K6.36,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.36,"(004K6.36) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): Letdown pressure control",3.7,3.7,active
004 K6.37,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.37,DELETED,0,0,deleted
004 K6.38,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.38,DELETED,0,0,deleted
004 K6.39,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.39,"(004K6.39) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): PZR PCS",3.7,3.7,active
004 K6.40,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.40,"(004K6.40) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): RCPS",3.6,3.6,active
004 K6.41,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.41,"(004K6.41) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): CRDS",2.7,2.7,active
004 K6.42,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.42,"(004K6.42) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): Nitrogen system",2.3,2.3,active
004 K6.43,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.43,"(004K6.43) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): Hydrogen system",2.5,2.5,active
004 K6.44,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.44,"(004K6.44) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): IAS",3,3,active
004 K6.45,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.45,"(004K6.45) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): ECCS",3.8,3.8,active
004 K6.46,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.46,"(004K6.46) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): PZR LCS",4,4,active
004 K6.47,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.47,"(004K6.47) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): CCWS",3.3,3.3,active
004 K6.48,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.48,"(004K6.48) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): WGS",2.5,2.5,active
004 K6.49,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.49,"(004K6.49) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): LRS",2.5,2.5,active
004 K6.50,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.50,"(004K6.50) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): SWS",2.4,2.4,active
004 K6.51,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.51,"(004K6.51) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): Relationship between letdown flow and RCS pressure",3.4,3.4,active
004 K6.52,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.52,"(004K6.52) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): Flow control valve malfunction",3.6,3.6,active
004 K6.53,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.53,"(004K6.53) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): Containment isolation valves malfunction",3.7,3.7,active
004 K6.54,system,004,(SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM,K6.54,"(004K6.54) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF1; SF2 CVCS) CHEMICAL AND VOLUME CONTROL SYSTEM (CFR: 41.5 to 41.7 / 45.7): Temperature control valve malfunction",3.6,3.6,active
005 A1.01,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,A1.01,"(005A1.01) Ability to predict and/or monitor changes in parameters associated with operation of the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM, including (CFR: 41.5 / 45.5): Heatup/cooldown rates",3.9,3.9,active
005 A1.02,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,A1.02,"(005A1.02) Ability to predict and/or monitor changes in parameters associated with operation of the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM, including (CFR: 41.5 / 45.5): RHR flow rate",3.8,3.8,active
005 A1.03,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,A1.03,"(005A1.03) Ability to predict and/or monitor changes in parameters associated with operation of the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM, including (CFR: 41.5 / 45.5): CCWS flow rate and temperature",3.3,3.3,active
005 A1.04,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,A1.04,"(005A1.04) Ability to predict and/or monitor changes in parameters associated with operation of the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM, including (CFR: 41.5 / 45.5): Refueling cavity level",3.4,3.4,active
005 A1.05,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,A1.05,"(005A1.05) Ability to predict and/or monitor changes in parameters associated with operation of the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM, including (CFR: 41.5 / 45.5): Detection of RHR leak",3.7,3.7,active
005 A1.06,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,A1.06,DELETED,0,0,deleted
005 A1.07,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,A1.07,DELETED,0,0,deleted
005 A1.08,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,A1.08,"(005A1.08) Ability to predict and/or monitor changes in parameters associated with operation of the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM, including (CFR: 41.5 / 45.5): RHR temperature",3.7,3.7,active
005 A1.09,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,A1.09,"(005A1.09) Ability to predict and/or monitor changes in parameters associated with operation of the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM, including (CFR: 41.5 / 45.5): RCS temperature",3.9,3.9,active
005 A1.10,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,A1.10,"(005A1.10) Ability to predict and/or monitor changes in parameters associated with operation of the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM, including (CFR: 41.5 / 45.5): RWST level",3.4,3.4,active
005 A2.01,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,A2.01,"(005A2.01) Ability to (a) predict the impacts of the following on the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 43.5 / 45.3 / 45.13): RHR instrumentation failure",3.5,3.6,active
005 A2.02,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,A2.02,"(005A2.02) Ability to (a) predict the impacts of the following on the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 43.5 / 45.3 / 45.13): Pressure transient protection during cold shutdown",4,3.9,active
005 A2.03,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,A2.03,"(005A2.03) Ability to (a) predict the impacts of the following on the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 43.5 / 45.3 / 45.13): RHR pump/motor malfunction",3.8,3.9,active
005 A2.04,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,A2.04,"(005A2.04) Ability to (a) predict the impacts of the following on the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 43.5 / 45.3 / 45.13): RHR valve malfunction",3.9,3.7,active
005 A2.05,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,A2.05,"(005A2.05) Ability to (a) predict the impacts of the following on the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 43.5 / 45.3 / 45.13): RHR heat exchanger malfunction",3.6,3.5,active
005 A3.01,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,A3.01,"(005A3.01) Ability to monitor automatic features of the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM, including (CFR: 41.7 / 45.5): Automatic RHR suction swap-over",4.1,4.1,active
005 A3.02,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,A3.02,"(005A3.02) Ability to monitor automatic features of the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM, including (CFR: 41.7 / 45.5): RHRS actuation",4.2,4.2,active
005 A4.01,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,A4.01,(005A4.01) Ability to manually operate and/or monitor the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM in the control room (CFR: 41.7 / 45.5 to 45.8): Controls and indication for RHR pumps,4,4,active
005 A4.02,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,A4.02,(005A4.02) Ability to manually operate and/or monitor the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM in the control room (CFR: 41.7 / 45.5 to 45.8): RHR heat exchanger temperature/bypass control valves,3.9,3.9,active
005 A4.03,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,A4.03,DELETED,0,0,deleted
005 A4.04,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,A4.04,DELETED,0,0,deleted
005 A4.05,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,A4.05,(005A4.05) Ability to manually operate and/or monitor the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM in the control room (CFR: 41.7 / 45.5 to 45.8): Raising or lowering refueling cavity level,3.4,3.4,active
005 A4.06,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,A4.06,(005A4.06) Ability to manually operate and/or monitor the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM in the control room (CFR: 41.7 / 45.5 to 45.8): RCS and containment isolation valves,3.8,3.8,active
005 K1.01,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K1.01,(005K1.01) Knowledge of the physical connections and/or cause and effect relationships between the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): CCWS,4.1,4.1,active
005 K1.02,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K1.02,DELETED,0,0,deleted
005 K1.03,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K1.03,(005K1.03) Knowledge of the physical connections and/or cause and effect relationships between the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): SFPCS,3.1,3.1,active
005 K1.04,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K1.04,(005K1.04) Knowledge of the physical connections and/or cause and effect relationships between the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): CVCS,3.6,3.6,active
